2016-06-30,3.895381,-0.2324,0.0434,3.9813,-0.3129,-0.0011,0.0188,0.0841,-2.5574,0.9672,2.897323309
2016-06-30,-1.538605,-0.5096,0.0405,4.2346,-0.5320,-0.0024,0.0202,-0.0221,-3.3059,0.8295,-7.335332159
2016-07-29,2.557060,0.1732,0.0011,0.5553,0.4466,0.0053,0.0170,0.0131,-1.7600,0.7864,10.29077308
2016-08-31,0.825158,0.4795,0.0024,0.1889,7.1885,0.0189,0.0074,0.0034,-0.0462,0.5235,-0.890812243
2016-09-30,0.527417,0.3242,0.0059,0.4620,0.5943,0.0074,0.0106,0.0114,-1.1185,0.6354,-55.61199702
2016-12-16,-1.868249,-0.8915,-0.0009,-0.0245,-0.7835,0.0209,0.0006,-0.0011,-0.0631,1.0000,12.70912754
2016-06-30,3.121505,-0.5132,0.0176,1.8127,-0.5390,-0.0024,0.0085,0.0068,-1.4677,0.8900,3.615620712
2016-07-29,2.842015,0.3434,0.0038,0.1996,1.0887,0.0213,0.0124,0.0097,-0.7511,0.5583,9.25896985
2016-08-31,0.547928,0.1874,-0.0003,0.4468,0.5261,0.0066,0.0158,0.0074,-1.0542,0.5565,-1.055885019
2016-09-30,-0.581680,-0.1754,0.0006,0.5055,-0.2202,-0.0040,0.0114,0.0063,-1.8760,0.6257,50.42408489
2016-10-31,3.239935,0.4243,-0.0070,1.3468,1.0784,0.0041,0.0130,0.0459,-0.8518,0.6356,-0.193871949
2016-11-30,1.660900,0.3268,0.0032,0.0694,1.0390,0.0552,0.0117,-0.0020,-0.2951,0.3238,52.30220449
2016-12-30,-3.412555,-0.9833,-0.0103,-0.2940,-0.7527,0.0200,0.0060,-0.0129,-2.2085,0.8231,6.95778067
2017-01-26,-2.907012,-1.5531,-0.0050,-0.0229,-0.8851,0.2353,0.0035,0.0353,-1.6455,0.4686,18.48659108
