2014/01/30,-2.3363,0.54892,0.15757,1.3166,-2.4402,5.7006,0.3,6.9,3.82,8.69,-2.69,0.028832,0.012812,-9.1104
2014/02/28,-0.56288,0.80817,0.12863,2.4682,-2.7097,3.3893,0.57,3.4,-0.5,-0.2,-0.01,0.021331,0.0051132,-2.2055
2014/03/31,-2.5503,1.9787,0.26039,-0.40823,-1.5178,2.0038,0.39,-0.7,-8.11,-6.98,4.19,0.020632,0.016455,-85.7156
2014/04/30,1.1908,0.67678,0.43706,2.3633,0.81492,0.47792,-1.09,-0.01,-0.22,-0.66,-1.14,0.027475,0.016832,-21.7695
2014/05/30,4.4815,0.14655,0.52163,0.98316,-0.93278,2.1508,-0.14,2.3,-2.87,2.71,0.94,0.014939,0.032678,-551.1359
2014/06/30,6.8526,0.41041,0.45717,0.5985,-0.49122,4.1573,0.45,3.36,-1.34,2.32,-1.6,0.025598,0.034993,-100.4293
2014/07/31,6.7984,2.5216,0.18872,3.2572,-1.3584,3.535,2.74,0.52,-4.35,-1.12,6.66,0.010921,0.015617,-14.1208
2014/08/29,11.6723,0.40909,0.27708,-1.1002,-1.1396,7.6241,-1.77,4.89,-0.56,1.77,5,0.015429,0.022752,-66.4972
2014/09/30,12.6455,1.3241,0.46667,-3.6599,-3.2215,11.0893,-1.09,8.53,5.66,4.35,-2.21,0.013925,0.019444,13.2084
2014/10/31,3.4476,2.0626,0.73135,2.4512,-0.16954,6.3247,1.01,0.15,0.56,-0.17,-0.06,0.032868,-0.00031703,-3.3566
2014/11/28,15.5604,2.4953,0.61233,1.5216,0.34604,8.9862,3.64,-0.64,-3.66,-5.76,-5.82,0.045018,0.0050001,28.0782
2014/12/31,42.9706,4.923,0.49711,3.7577,5.2361,5.2374,14.83,-17.31,14.85,6.8,-14.48,0.046601,-0.048412,-22.0187
2015/01/30,0.65768,0.67324,0.15486,0.86184,-3.8136,6.2945,-6.89,2.3,-13.6,-9.78,11.06,0.03295,-0.010151,14.2905
2015/02/27,-0.044214,0.82207,-0.48482,1.4426,-2.1723,5.8537,-3.4,2.55,-4.64,0.38,-6.56,0.03577,0.025848,-16.6285
2015/03/31,16.1568,1.6517,-0.25821,0.56248,-3.7364,11.7602,-2.33,8.16,-6.64,6.42,-6.34,0.024484,0.024642,-11.1748
2015/04/30,12.8278,-0.20578,1.5068,-2.2695,0.49416,12.3574,3.01,-0.29,8.4,6.49,-0.47,0.044193,-0.27871,-153.9618
2015/05/29,14.9597,1.2565,-0.87595,-2.7832,-10.2101,8.5879,-15.82,19.15,10.36,3.12,4.19,0.043732,0.032683,-3.4644
2015/06/30,-1.8169,6.5294,0.55205,1.5723,-5.3713,-1.8864,8.19,-4.01,-14.15,-9.33,19.98,0.09966,0.011264,1.2198
2015/07/31,3.701,5.1244,-0.21253,5.0773,-1.8975,-3.9878,-0.72,-6.38,-11.45,-7.44,5.86,0.10838,0.11374,-26.5204
2015/08/31,-17.7684,0.46559,1.2632,2.9968,-0.71024,-4.9855,1.59,0.72,-4.45,-7.67,13.24,0.098644,0.012003,2.7552
2015/09/30,-4.9499,0.99328,-1.0971,2.0961,-0.51609,-1.6443,-3.88,2.16,-2.54,-0.86,8.46,0.064864,-0.012678,-354.3061
2015/10/30,23.8291,2.1212,-0.09357,0.62805,-2.7626,5.9638,-6.67,9.65,-19.45,8.33,3.31,0.028726,0.026956,43.7055
2015/11/30,37.4897,2.9974,0.099227,-1.3309,-3.4521,9.3125,-3.18,11.05,0.26,0.28,-2.9,0.0072004,0.06385,1.5171
2015/12/31,28.1685,2.7157,-0.68873,-2.9395,-1.6102,7.3088,-1.98,6.37,-20.79,-3.6,8.35,0.07949,0.011068,69.5476
2016/01/29,-33.2333,1.2525,0.75023,2.7881,0.88834,-3.9779,3.79,-4.82,-12.48,-4,4.57,0.10207,0.040766,-0.69218
2016/02/29,0.84404,0.3295,0.49012,1.8135,-0.96895,-2.4937,1.17,0.13,1.13,-1.71,0.78,0.038204,0.047464,-20.849
2016/03/31,12.8986,2.3301,-0.35717,1.1866,-1.1445,1.9982,-4.79,5.65,-13.12,3.28,8.36,0.058463,0.015573,9.3667
2016/04/29,7.2523,1.0997,0.39403,-0.93442,-0.34273,3.0066,-0.15,3.42,0.5,-0.53,2.22,0.058162,0.055385,-67.2993
2016/05/31,2.5513,0.81536,-0.20432,2.6968,0.40525,0.82935,-0.79,-2.29,-0.68,-0.65,1.3,0.052364,0.035597,-279.6787
2016/06/30,4.1132,1.0688,-0.20718,1.3978,-1.2076,2.9822,-2.9,4.51,3.49,1.64,-3.56,0.013434,-0.019398,-336.9468
2016/07/29,3.972,2.7711,0.13514,-3.3229,-0.35034,5.5305,5.36,-1.69,-3.19,-2.26,5.87,0.034632,-0.0031978,16.269
2016/08/31,0.6392,0.36672,0.016155,-0.47433,-0.52098,3.4976,0.61,2.99,-1.68,1.8,1.56,0.010105,0.0074643,6.9388
2016/09/30,6.138,0.64923,0.1754,-0.34762,0.17733,2.8834,0.12,3.62,0.61,0.13,-1.06,0.022839,0.012686,48.8338
2016/10/31,1.6094,0.22038,0.05314,-0.019908,-0.089383,2.9483,1.18,1.89,-1.07,1.58,1.64,0.034097,-0.020289,371.8401
2016/11/30,8.6961,0.7787,0.21941,-0.42296,0.4529,4.8771,3.27,0.16,3.14,0.52,-1.52,0.017776,0.013734,-167.4689
2016/12/30,4.1117,0.44032,0.18873,1.6676,-0.17527,-0.46058,1.89,2.57,2.2,0.22,0.3,0.018871,0.028754,36.9803
2017/01/26,-3.1793,0.95456,0.42654,1.2343,1.112,-1.3417,4.22,-3.18,4.05,1.24,-1.66,0.029897,-0.29557,2906.3619
2017/02/28,3.1376,0.3093,-0.84622,1.7667,-0.64091,2.2951,0.48,1.08,-2.74,-0.03,2.22,0.012448,-0.0029767,21.0004
2017/03/31,-0.97529,1.4681,-0.083648,0.37246,1.2161,2.6253,1.31,-2.89,3.46,2.98,-0.85,0.0013479,0.0022084,-14.6803
