2014/01/30,1.3117,0.54892,0.15757,1.3166,-2.4402,5.7006,0.3,6.9,3.82,8.69,-2.69,0.036122,0.02233,-11.5821
2014/02/28,1.0909,0.80817,0.12863,2.4682,-2.7097,3.3893,0.57,3.4,-0.5,-0.2,-0.01,0.033193,0.027987,-15.2836
2014/03/31,-3.8331,1.9787,0.26039,-0.40823,-1.5178,2.0038,0.39,-0.7,-8.11,-6.98,4.19,0.013103,-0.0019436,-22.6156
2014/04/30,-2.7431,0.67678,0.43706,2.3633,0.81492,0.47792,-1.09,-0.01,-0.22,-0.66,-1.14,0.031668,-0.0010266,-8.3167
2014/05/30,1.125,0.14655,0.52163,0.98316,-0.93278,2.1508,-0.14,2.3,-2.87,2.71,0.94,0.004388,0.013847,480.5548
2014/06/30,0.6515,0.41041,0.45717,0.5985,-0.49122,4.1573,0.45,3.36,-1.34,2.32,-1.6,0.020641,0.015836,-71.8403
2014/07/31,2.8041,2.5216,0.18872,3.2572,-1.3584,3.535,2.74,0.52,-4.35,-1.12,6.66,0.009983,-0.0028095,-6.777
2014/08/29,8.7526,0.40909,0.27708,-1.1002,-1.1396,7.6241,-1.77,4.89,-0.56,1.77,5,0.012729,0.014557,8.9835
2014/09/30,10.5385,1.3241,0.46667,-3.6599,-3.2215,11.0893,-1.09,8.53,5.66,4.35,-2.21,0.013513,0.0072377,62.7799
2014/10/31,5.2035,2.0626,0.73135,2.4512,-0.16954,6.3247,1.01,0.15,0.56,-0.17,-0.06,0.023566,0.0041998,-0.76209
2014/11/28,12.0684,2.4953,0.61233,1.5216,0.34604,8.9862,3.64,-0.64,-3.66,-5.76,-5.82,0.02026,0.0042487,1.8063
2014/12/31,11.3573,4.923,0.49711,3.7577,5.2361,5.2374,14.83,-17.31,14.85,6.8,-14.48,0.022529,0.031053,10.5168
2015/01/30,4.7297,0.67324,0.15486,0.86184,-3.8136,6.2945,-6.89,2.3,-13.6,-9.78,11.06,0.01265,0.022788,-21.8208
2015/02/27,7.717,0.82207,-0.48482,1.4426,-2.1723,5.8537,-3.4,2.55,-4.64,0.38,-6.56,0.014974,0.0060122,11.0642
2015/03/31,17.7177,1.6517,-0.25821,0.56248,-3.7364,11.7602,-2.33,8.16,-6.64,6.42,-6.34,0.030053,0.031434,-0.8511
2015/04/30,13.0102,-0.20578,1.5068,-2.2695,0.49416,12.3574,3.01,-0.29,8.4,6.49,-0.47,0.015449,0.074466,15.6641
2015/05/29,14.2202,1.2565,-0.87595,-2.7832,-10.2101,8.5879,-15.82,19.15,10.36,3.12,4.19,0.045208,0.0089466,9.6626
2015/06/30,-6.7594,6.5294,0.55205,1.5723,-5.3713,-1.8864,8.19,-4.01,-14.15,-9.33,19.98,0.073013,0.013814,-1.4119
2015/07/31,-5.7569,5.1244,-0.21253,5.0773,-1.8975,-3.9878,-0.72,-6.38,-11.45,-7.44,5.86,0.076634,0.067032,-18.7426
2015/08/31,-6.5979,0.46559,1.2632,2.9968,-0.71024,-4.9855,1.59,0.72,-4.45,-7.67,13.24,0.066843,0.016746,5.1904
2015/09/30,1.5453,0.99328,-1.0971,2.0961,-0.51609,-1.6443,-3.88,2.16,-2.54,-0.86,8.46,0.016739,-0.19433,-1225.0827
2015/10/30,8.0435,2.1212,-0.09357,0.62805,-2.7626,5.9638,-6.67,9.65,-19.45,8.33,3.31,0.01705,0.0056996,-1.3683
2015/11/30,1.8109,2.9974,0.099227,-1.3309,-3.4521,9.3125,-3.18,11.05,0.26,0.28,-2.9,0.02497,0.0067056,-1.4308
2015/12/31,0.98814,2.7157,-0.68873,-2.9395,-1.6102,7.3088,-1.98,6.37,-20.79,-3.6,8.35,0.010719,-0.0057556,8.6526
2016/01/29,-15.0579,1.2525,0.75023,2.7881,0.88834,-3.9779,3.79,-4.82,-12.48,-4,4.57,0.03375,0.01155,3.5768
2016/02/29,-1.7582,0.3295,0.49012,1.8135,-0.96895,-2.4937,1.17,0.13,1.13,-1.71,0.78,0.033214,0.021761,-24.1173
2016/03/31,5.8837,2.3301,-0.35717,1.1866,-1.1445,1.9982,-4.79,5.65,-13.12,3.28,8.36,0.031739,0.0080918,-0.011109
2016/04/29,-0.021277,1.0997,0.39403,-0.93442,-0.34273,3.0066,-0.15,3.42,0.5,-0.53,2.22,0.023285,0.0087548,-15.9994
2016/05/31,-2.5778,0.81536,-0.20432,2.6968,0.40525,0.82935,-0.79,-2.29,-0.68,-0.65,1.3,0.010159,-0.0014053,-95.1642
2016/06/30,4.3079,1.0688,-0.20718,1.3978,-1.2076,2.9822,-2.9,4.51,3.49,1.64,-3.56,0.0063583,0.034181,145.0448
2016/07/29,3.6403,2.7711,0.13514,-3.3229,-0.35034,5.5305,5.36,-1.69,-3.19,-2.26,5.87,0.0098955,0.0037191,-5.434
2016/08/31,0.59487,0.36672,0.016155,-0.47433,-0.52098,3.4976,0.61,2.99,-1.68,1.8,1.56,0.0085156,0.0021427,-8.7061
2016/09/30,-1.0854,0.64923,0.1754,-0.34762,0.17733,2.8834,0.12,3.62,0.61,0.13,-1.06,0.010355,0.001361,-9.0651
2016/10/31,0.30928,0.22038,0.05314,-0.019908,-0.089383,2.9483,1.18,1.89,-1.07,1.58,1.64,0.0077921,0.0022667,167.9805
2016/11/30,0.69758,0.7787,0.21941,-0.42296,0.4529,4.8771,3.27,0.16,3.14,0.52,-1.52,0.0047929,-0.0011773,-37.4083
2016/12/30,-2.5953,0.44032,0.18873,1.6676,-0.17527,-0.46058,1.89,2.57,2.2,0.22,0.3,0.011699,0.0023278,-14.5245
2017/01/26,-0.56254,0.95456,0.42654,1.2343,1.112,-1.3417,4.22,-3.18,4.05,1.24,-1.66,0.018608,-0.077346,742.5523
2017/02/28,3.0082,0.3093,-0.84622,1.7667,-0.64091,2.2951,0.48,1.08,-2.74,-0.03,2.22,0.011769,-0.0026267,50.2286
2017/03/31,-0.83615,1.4681,-0.083648,0.37246,1.2161,2.6253,1.31,-2.89,3.46,2.98,-0.85,0.010274,-0.0035091,23.2426
